230	192	1
22	205	1
6	251	0
114	251	0
46	165	1
84	251	0
173	193	1
44	272	0
85	45	1
70	139	1
153	247	1
54	250	0
147	195	1
209	181	1
87	266	0
195	85	1
171	275	0
146	90	1
78	275	0
210	15	1
249	38	1
196	270	0
204	250	0
187	253	0
230	17	1
129	217	1
48	252	0
119	220	1
191	81	1
184	251	0
226	129	1
93	201	1
233	269	0
129	194	1
244	253	0
217	194	1
135	60	1
181	59	1
15	210	1
88	85	1
248	158	1
92	250	0
89	79	1
75	261	0
186	67	1
234	33	1
65	139	1
69	273	0
134	191	1
60	168	1
237	112	1
135	18	1
126	149	1
75	250	0
161	247	1
166	250	0
140	251	0
103	251	0
149	105	1
0	250	0
239	33	1
202	112	1
45	83	1
76	112	1
83	218	1
15	209	1
8	31	1
72	265	0
220	1	1
169	211	1
247	153	1
105	44	1
47	2	1
209	102	1
144	250	0
138	250	0
116	251	0
203	61	1
74	274	0
45	147	1
165	163	1
133	247	1
108	251	0
181	232	1
188	193	1
15	102	1
115	186	1
117	236	1
157	252	0
247	252	0
147	85	1
5	150	1
99	250	0
15	131	1
154	195	1
232	251	0
229	251	0
44	126	1
121	253	0
0	255	0
83	252	0
47	17	1
2	257	0
49	253	0
149	126	1
7	251	0
68	61	1
39	252	0
163	147	1
133	252	0
211	73	1
25	259	0
45	20	1
60	135	1
153	252	0
190	232	1
177	250	0
44	170	1
149	44	1
143	251	0
248	47	1
36	251	0
65	154	1
9	251	0
238	250	0
225	250	0
163	129	1
86	250	0
145	275	0
153	230	1
1	222	1
153	248	1
82	251	0
1	108	1
39	48	1
129	226	1
193	125	1
44	151	1
199	253	0
238	255	0
213	138	1
71	191	1
212	271	0
227	9	1
115	251	0
186	115	1
108	9	1
247	212	1
118	231	1
167	253	0
97	251	0
206	257	0
13	250	0
119	117	1
57	250	0
95	253	0
70	184	1
43	250	0
200	128	1
215	111	1
227	22	1
214	265	0
115	193	1
32	255	0
136	258	0
175	250	0
44	220	1
231	192	1
130	250	0
239	250	0
181	209	1
134	181	1
5	90	1
42	15	1
221	262	0
9	16	1
85	252	0
72	206	1
165	217	1
26	255	0
26	250	0
127	111	1
219	159	1
18	135	1
236	220	1
236	117	1
34	250	0
118	252	0
56	253	0
132	105	1
15	59	1
109	125	1
118	206	1
105	21	1
104	251	0
117	191	1
132	251	0
60	251	0
45	128	1
65	147	1
159	103	1
111	67	1
247	38	1
209	15	1
80	107	1
109	108	1
132	256	0
