6832
20007	9	22799
1315	5	36138
35437	5	27478
14005	9	14555
15902	10	7186
5814	5	32625
11454	15	23803
24044	5	7706
37106	13	10193
34043	5	32981
12849	5	30479
21306	15	20264
15197	10	26571
7651	5	7333
16277	13	22599
22300	2	14280
37074	6	16743
1630	6	25938
2959	5	14928
15644	15	15473
5128	2	15116
6487	10	40282
13290	10	27211
6276	1	29149
25409	2	16666
8257	5	32059
14824	5	39120
25553	10	17158
29530	2	33823
6276	1	19885
25709	2	14649
35038	7	35943
29466	10	28044
12186	6	20819
12020	7	20390
29466	10	16151
25207	10	2115
3885	2	23920
5096	10	24968
20818	10	22590
16395	3	33974
27405	2	27299
33634	5	36551
21516	6	31528
34922	5	30614
8323	5	36717
33063	8	30081
495	2	581
24570	13	12564
16453	2	20610
1838	6	6276
34131	2	9126
14694	7	2804
16042	10	30690
27801	5	27988
6577	0	28276
38628	5	12627
23494	10	32272
35819	0	7382
11652	2	21079
21127	2	3495
13200	2	37501
33102	5	12470
9015	10	11741
32803	10	37761
32594	7	37416
460	0	4226
21249	6	8621
8646	5	10864
31550	10	17163
4762	2	38703
24523	10	8384
15854	5	4686
16971	10	40037
37174	15	31939
34412	5	34804
11208	2	35109
4724	5	38973
31528	1	21516
16661	10	19095
26919	2	13453
4703	10	8103
13220	2	20077
4005	13	20290
10332	0	36963
35005	1	37173
21565	5	10864
22810	10	25737
2554	5	12627
2257	5	24700
14851	2	15447
1797	1	25223
24279	15	12505
25947	0	15005
23803	15	8180
463	10	7314
17107	10	25341
36602	1	13994
1629	10	26451
7492	1	9455
37189	10	24905
4785	10	24357
37176	6	13071
7628	13	16746
22012	7	20390
13247	2	8982
24627	14	26764
27468	9	12313
34436	7	11265
36301	5	21888
14381	5	3170
2115	10	18876
19555	10	14756
8593	10	10528
9166	2	24083
32183	2	36121
12805	1	19304
33546	12	7951
11013	10	23098
7285	9	14883
25424	17	3174
4341	6	7492
35857	10	32523
32981	10	27912
27684	14	20105
29003	4	30635
12716	5	11202
30959	6	14724
14213	15	35140
6701	5	31550
21769	10	8301
14473	10	28497
31143	6	29677
5359	2	28997
7999	6	6276
24941	1	40014
27667	5	24168
5064	9	7272
1923	10	3820
2865	5	12925
12900	10	34293
37675	10	14794
34279	2	21358
38062	1	22315
36611	17	4972
1119	10	39233
15644	5	18108
32103	2	11560
21680	5	20589
16415	2	3920
25088	5	28939
25553	10	2451
25602	12	33063
24735	10	14753
11644	10	31379
27629	10	13188
17706	5	25553
30808	13	16998
2817	6	6276
16395	8	11172
32803	10	5668
29896	3	31235
17485	2	28887
33063	10	14130
40791	16	31986
5113	10	23587
1870	2	8769
33292	2	31808
24131	1	25559
4856	1	32080
7333	10	32843
10717	0	24342
24700	10	38066
16272	13	24791
35819	0	11013
6179	11	20214
39219	9	6745
3396	5	21037
26530	10	35292
6276	1	23028
36720	10	35117
7353	1	38872
35325	2	20741
8394	5	13613
30429	6	20819
29051	7	20390
32323	12	7951
14346	11	27911
29288	5	12511
8978	5	27879
38090	6	1797
40854	5	35140
22529	9	12301
4953	13	20891
24179	2	4000
21605	5	36647
39583	10	39300
38176	5	36661
31163	10	27113
37646	5	38635
252	10	29013
3371	13	27911
31854	2	37659
4219	10	4457
23528	13	22497
7638	10	35147
27956	6	24015
5058	10	374
31118	10	6190
27195	10	14477
6724	5	7696
39120	10	24717
28087	15	2003
6711	2	5416
4219	10	19870
39187	5	39132
34759	1	7329
20221	2	35980
1690	2	3060
29222	5	1360
40267	10	14309
8025	5	13222
2292	10	17111
12542	5	14928
38488	10	40911
33708	5	31550
4219	10	11556
34459	10	22497
4624	6	36602
7333	10	37470
13727	15	16353
25157	10	22382
18492	5	28446
35372	5	21495
22293	2	943
1972	5	24342
1106	0	36530
34763	5	31587
16754	13	15781
23537	15	3310
16002	5	35992
6618	5	13364
2597	2	32647
24757	1	24769
19234	2	12327
18049	2	2715
31609	17	33750
33133	2	21477
18200	5	19307
29622	13	14857
27621	6	24015
34057	2	28488
5117	13	13293
3713	10	10446
5484	15	37089
5069	1	37532
2543	10	38578
38148	1	25565
3637	5	20665
22841	13	5117
34259	8	31015
35943	11	29666
19879	2	16276
20221	5	1772
11967	5	10887
13859	2	4626
29425	5	27138
15505	10	13123
21605	10	17316
21123	9	31102
15639	1	27177
34189	10	18289
33063	2	25073
37684	2	16705
1629	5	16986
31333	6	17111
38764	6	16872
21097	10	24023
18000	2	7180
29425	15	5751
34340	10	20028
12627	5	2439
24667	9	10332
989	6	27794
26651	15	39716
26023	10	6375
3834	10	24392
28774	5	24626
17640	2	21449
30240	5	31337
29793	10	21149
4968	10	8909
27290	9	22799
27705	2	1111
31918	2	8025
5891	6	39192
208	5	23179
5431	10	21516
33403	16	33281
17751	5	1722
13135	10	4251
39087	2	29360
37781	5	14338
35728	10	32521
35529	10	31361
10187	5	37544
2700	7	35943
34952	11	5603
34851	2	4405
31977	2	37675
32378	10	38990
10772	5	18716
19688	10	2571
9866	0	27390
9259	2	15049
39509	10	21495
34131	10	26590
23854	5	1870
18337	15	5166
37675	10	23126
19853	2	14005
19741	10	2025
26614	10	2680
12517	1	24366
19948	5	11581
1627	5	39952
19225	0	2377
17003	5	22219
638	10	29334
7827	2	24739
40568	2	12526
29355	10	1823
13016	6	4947
3889	5	37966
24834	5	6745
7625	11	23669
40940	10	3324
8309	5	31160
11184	10	32579
25553	10	8986
31898	13	25170
28701	1	6986
19225	0	1008
13895	10	1299
8421	1	7314
6276	1	22725
6276	1	12898
11172	10	22596
23402	1	5872
39948	5	21745
15036	5	25553
7958	10	36602
4968	10	30604
4219	10	6920
19008	9	10332
22799	0	3048
40911	2	36167
